Publication_code,Author,Year,Title,Comparison_identifier,Animal,Strain,Sex,Comorbidity,Comorbidity_induction,Age_weeks_min,Age_weeks_mean,Age_weeks_max,Weight_g_min,Weight_g_mean,Weight_g_max,N_control_groups,N_animals_control,N_treatment_groups,N_animals_treatment,Surgery_primary_anaesthetic,Surgery_secondary_anaesthetic,Surgery_tertiary_anaesthetic,Induction_primary_anaesthetic,Induction_secondary_anaesthetic,Induction_tertiary_anaesthetic,ET_administration_route,ET_brain_depth,MCA_occluded,Conscious,Induction_time_hrs,ET_dose,ET_dose_units,ET_volume_uL,ET_dose_pmol,ET_administration_mins,ET_administration_sites,Primary_analgesic,Secondary_analgesic,Antibiotic,Treatment,Treatment_class,Treatment_initial_hour,Treatment_time_class,Infarct_measure_hrs,Infarct_measurement,Histology_stain,Reported_p_value,Infarct_mean_control,Infarct_error_control,Infarct_mean_treatment,Infarct_error_treatment,Infarct_units,Infarct_error_units,Infarct_percent_control,Infarct_percent_treatment,Infarct_SD_control,Infarct_SD_control_percent,Infarct_SD_treatment
Livingston-Thomas_2015,"Livingston-Thomas, J. M.",2015,Assessing cognitive function following medial prefrontal stroke in the rat,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,1,11,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,No,Unconscious,0,400,pmol/uL,1.6,640,4,2,Bupivacaine,NA,NR,None,NA,NA,NA,3192,Other histology (ex vivo),Cresyl violet,NA,8.52,1.39,NA,NA,mm3,SEM,0.432267884,NA,4.610108459,0.233896928,NA
Macrae_1993,"Macrae, I. M.",1993,"Endothelin-1-induced reductions in cerebral blood flow: dose dependency, time course, and neuropathological consequences",a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,350,400,450,4,7,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Dropper,Cortical,Yes,Unconscious,0,0.0025,nmol,25,2.5,NR,1,NR,NA,NR,None,NA,NA,NA,4,Other histology (ex vivo),H&E,NA,5.6,7.3,NA,NA,mm3,SD,0.284119736,NA,7.3,0.37037037,NA
Macrae_1993,"Macrae, I. M.",1993,"Endothelin-1-induced reductions in cerebral blood flow: dose dependency, time course, and neuropathological consequences",b,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,350,400,450,4,5,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Dropper,Cortical,Yes,Unconscious,0,0.025,nmol,25,25,NR,1,NR,NA,NR,None,NA,NA,NA,4,Other histology (ex vivo),H&E,NA,36.8,44.9,NA,NA,mm3,SD,1.867072552,NA,44.9,2.278031456,NA
Macrae_1993,"Macrae, I. M.",1993,"Endothelin-1-induced reductions in cerebral blood flow: dose dependency, time course, and neuropathological consequences",c,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,350,400,450,4,6,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Dropper,Cortical,Yes,Unconscious,0,0.25,nmol,25,250,NR,1,NR,NA,NR,None,NA,NA,NA,4,Other histology (ex vivo),H&E,NA,65.3,33.9,NA,NA,mm3,SD,3.313039066,NA,33.9,1.719939117,NA
Macrae_1993,"Macrae, I. M.",1993,"Endothelin-1-induced reductions in cerebral blood flow: dose dependency, time course, and neuropathological consequences",d,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,350,400,450,4,6,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Dropper,Cortical,Yes,Unconscious,0,2.5,nmol,25,2500,NR,1,NR,NA,NR,None,NA,NA,NA,4,Other histology (ex vivo),H&E,NA,102,76.9,NA,NA,mm3,SD,5.175038052,NA,76.9,3.901572806,NA
Marston_1995,"Marston, H. M.",1995,Behavioural assessment of endothelin-1 induced middle cerebral artery occlusion in the rat,a,Rat,Wistar,Male,None,NA,NR,NR,NR,230,245,260,1,6,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Cortical,Yes,Unconscious,0,60,pmol,3,60,2,1,NR,NA,NR,None,NA,NA,NA,336,Other histology (ex vivo),Cresyl violet,NA,173.8,18.29098138,NA,NA,mm3,SD,8.817858955,NA,18.29098138,0.928005144,NA
Mestriner_2013,"Mestriner, R. G.",2013,"Behavior outcome after ischemic and hemorrhagic stroke, with similar brain damage, in rats",a,Rat,Wistar,Male,None,NA,NA,13,NA,300,325,350,1,10,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Both cortical and subcortical,NR,Unconscious,0,1600,pmol,2,1600,5,2,Lidocaine,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Callaway 2000 no stain method,NA,73.232,23.0615528,NA,NA,mm3,SD,3.715474378,NA,23.0615528,1.170043268,NA
Nguemeni_2015,"Nguemeni, C.",2015,Time course of neuronal death following endothelin-1 induced focal ischemia in rats,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,350,375,400,4,8,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,400,pmol/uL,4,1600,16,2,Bupivacaine,Buprenorphine,NR,None,NA,NA,NA,24,Other histology (ex vivo),H&E,NA,36.25,16.55719783,NA,NA,mm3,SD,1.839167935,NA,16.55719783,0.840040478,NA
O'Bryant_2007,"O'Bryant, A.",2007,Abnormalities in skilled reaching movements are improved by peripheral anesthetization of the less-affected forelimb after sensorimotor cortical infarcts in rats,a,Rat,Long Evans,Male,None,NA,NA,14,NA,NR,NR,NR,1,17,NA,NA,Chloral hydrate,Sodium Pentobarbital,Atropine,Chloral hydrate,Sodium Pentobarbital,Atropine,Dropper,Cortical,NR,Unconscious,0,80,umol/L,4,320,2,1,NR,NA,NR,None,NA,NA,NA,1164,Other histology (ex vivo),Toluidine blue,NA,90.6,1.96,NA,NA,mm3,SEM,4.596651446,NA,8.081287026,0.410009489,NA
O'Neill_2001,"O'Neill, M. J.",2001,"LY393615, a novel neuronal Ca(2+) and Na(+) channel blocker with neuroprotective effects in models of in vitro and in vivo cerebral ischemia",a,Rat,Wistar,Male,None,NA,NR,NR,NR,100,150,200,1,12.5,2,12.5,NR,NA,NA,NR,NA,NA,Guide cannula,Cortical,Yes,Unconscious,0,200,pmol,3,200,3,1,NR,NA,NR,LY 393615,Not yet classified,0,During stroke,72,Other histology (ex vivo),Cresyl violet,<0.01,174.12,14.07,105.28,13.82,mm3,SEM,8.834094368,5.34145104,49.74496206,2.523843838,48.86107858
Riek-Burchardt_2004,"Riek-Burchardt, M.",2004,Detection of chronic sensorimotor impairments in the ladder rung walking task in rats with endothelin-1-induced mild focal ischemia,a,Rat,Sprague-Dawley,Male,None,NA,NA,8,NA,NR,NR,NR,2,5,NA,NA,Sodium Pentobarbital,NA,NA,None,NA,NA,Guide cannula,Cortical,Yes,Conscious,168,375,pmol,3,375,5,1,NR,NA,NR,None,NA,NA,NA,672,Other histology (ex vivo),Toluidine blue,NS,15.25,3.77,NA,NA,mm3,SEM,0.773718924,NA,8.429976275,0.427700471,NA
Riek-Burchardt_2004,"Riek-Burchardt, M.",2004,Detection of chronic sensorimotor impairments in the ladder rung walking task in rats with endothelin-1-induced mild focal ischemia,b,Rat,Sprague-Dawley,Male,None,NA,NA,8,NA,NR,NR,NR,2,5,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Guide cannula,Cortical,Yes,Unconscious,0,375,pmol,3,375,5,1,NR,NA,NR,None,NA,NA,NA,672,Other histology (ex vivo),Toluidine blue,NS,50.54,11.47,NA,NA,mm3,SEM,2.564180619,NA,25.6476997,1.301253156,NA
Roome_2014,"Roome, R. B.",2014,A reproducible Endothelin-1 model of forelimb motor cortex stroke in the mouse,a,Mouse,FVBN,Male,None,NA,9,13,17,NR,NR,NR,2,19,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,2,ug/uL,2,1605.136437,20,2,Buprenorphine,NA,NR,None,NA,NA,NA,336,Other histology (ex vivo),Cresyl violet,<0.001,0.92,0.13,NA,NA,mm3,SEM,0.180778527,NA,0.566656863,0.111347166,NA
Roome_2014,"Roome, R. B.",2014,A reproducible Endothelin-1 model of forelimb motor cortex stroke in the mouse,b,Mouse,FVBN,Male,None,NA,9,13,17,NR,NR,NR,2,16,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,2,ug/uL,3,2407.704655,30,3,Buprenorphine,NA,NR,None,NA,NA,NA,336,Other histology (ex vivo),Cresyl violet,<0.001,1.89,0.19,NA,NA,mm3,SEM,0.371381973,NA,0.76,0.149338783,NA
Schirrmacher_2016,"Schirrmacher, R.",2016,Which Aspects of Stroke Do Animal Models Capture? A Multitracer Micro-PET Study of Focal Ischemia with Endothelin-1,a,Rat,Sprague-Dawley,Male,None,NA,NA,13,NA,240,290,340,2,3,NA,NA,NR,NA,NA,NR,NA,NA,NR,Cortical,NR,NR,NR,NR,NA,NR,NA,NR,NR,NR,NA,NR,None,NA,NA,NA,23,PET (in vivo),NA,NA,23.6,4.93,NA,NA,mm3,SD,1.197361745,NA,4.93,0.250126839,NA
Soleman_2010,"Soleman, S.",2010,Sustained sensorimotor impairments after endothelin-1 induced focal cerebral ischemia (stroke) in aged rats,a,Rat,Wistar,Male,Aged,NA,87,93.5,100,480,580,680,1,15,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,NR,Unconscious,0,200,pmol/uL,8,1600,16,4,Buprenorphine,NA,NR,None,NA,NA,NA,840,Other histology (ex vivo),Nissl,NA,97.4,17,NA,NA,mm3,SEM,4.941653983,NA,65.84071689,3.340472698,NA
Spalletti_2014,"Spalletti, C.",2014,A robotic system for quantitative assessment and poststroke training of forelimb retraction in mice,a,Mouse,C57BL/6,Mixed,None,NA,12,13,14,22,25.5,29,1,10,NA,NA,Tribromoethanol,NA,NA,Tribromoethanol,NA,NA,Needle,Cortical,NR,Unconscious,0,1,ug/uL,0.6,240.7704655,NR,3,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),NeuN,NA,0.76,0.18,NA,NA,mm3,SE,0.149338783,NA,0.569209979,0.111848849,NA
Tennant_2009,"Tennant, K. A.",2009,Sensorimotor behavioral effects of endothelin-1 induced small cortical infarcts in C57BL/6 mice,a,Mouse,C57BL/6,Male,None,NA,13,17.5,22,NR,NR,NR,1,9,NA,NA,Ketamine,Xylazine,NA,Ketamine,Xylazine,NA,Needle,Cortical,NR,Unconscious,0,320,pmol,4,320,10,1,Lidocaine,NA,Topical antibiotic,None,NA,NA,NA,624,Other histology (ex vivo),Toluidine blue,NA,1.12,0.36,NA,NA,mm3,SEM,0.220078206,NA,1.08,0.21221827,NA
Touvykine_2016,"Touvykine, B.",2016,The Effect of Lesion Size on the Organization of the Ipsilesional and Contralesional Motor Cortex,a,Rat,Sprague-Dawley,NR,None,NA,NA,13,NA,250,275,300,2,7,NA,NA,Ketamine,Isoflurane,NA,Ketamine,Isoflurane,NA,Needle,Cortical,NR,Unconscious,0,0.3,ug/uL,1.98,238.3627608,11,6,Carprofen,Dexamethasone,Enrofloxacin,None,NA,NA,NA,840,Other histology (ex vivo),Nissl,NA,4.321428571,1.474996368,NA,NA,Indirect rLV % hemisphere,SD,2.160714286,NA,1.474996368,0.737498184,NA
Touvykine_2016,"Touvykine, B.",2016,The Effect of Lesion Size on the Organization of the Ipsilesional and Contralesional Motor Cortex,b,Rat,Sprague-Dawley,NR,None,NA,NA,13,NA,250,275,300,2,7,NA,NA,Ketamine,Isoflurane,NA,Ketamine,Isoflurane,NA,Needle,Cortical,NR,Unconscious,0,0.3,ug/uL,3.96,476.7255217,22,12,Carprofen,Dexamethasone,Enrofloxacin,None,NA,NA,NA,840,Other histology (ex vivo),Nissl,NA,11.10571429,2.918600447,NA,NA,Indirect rLV % hemisphere,SD,5.552857143,NA,2.918600447,1.459300224,NA
Van_Hemelrijck_2005_b,"Van Hemelrijck, A.",2005,Post-ischaemic mild hypothermia inhibits apoptosis in the penumbral region by reducing neuronal nitric oxide synthase activity and thereby preventing endothelin-1-induced hydroxyl radical formation,a,Rat,Wistar,Male,None,NA,NR,NR,NR,250,275,300,1,6,1,6,Ketamine,Diazepam,NA,Sevoflurane,NA,NA,Guide cannula,Cortical,Yes,Unconscious,24,350,pmol,6,350,6,1,Ketoprofen,NA,NR,Hypothermia,Not yet classified,0,During stroke,24,Other histology (ex vivo),Cresyl violet,<0.05,67.4,7,49.2,6.7,mm3,SEM,3.419583968,2.496194825,17.1464282,0.869935474,16.41158128
Virley_2004,"Virley, D.",2004,A new primate model of focal stroke: endothelin-1-induced middle cerebral artery occlusion and reperfusion in the common marmoset,a,Primate,Marmoset,Mixed,None,NA,NR,NR,NR,365,382.5,400,3,3,NA,NA,Alfaxolone/Alfadolone,NA,NA,Alfaxolone/Alfadolone,NA,NA,Dropper,Cortical,Yes,Unconscious,0,0.1,nmol/uL,25,2500,5,1,Dexamethasone,Mepivacaine hydrochloride,NR,None,NA,NA,NA,6,Other histology (ex vivo),Cresyl violet,NA,389.3333333,38.2372676,NA,NA,mm3,SD,NA,NA,38.2372676,NA,NA
Virley_2004,"Virley, D.",2004,A new primate model of focal stroke: endothelin-1-induced middle cerebral artery occlusion and reperfusion in the common marmoset,b,Primate,Marmoset,Mixed,None,NA,NR,NR,NR,365,382.5,400,3,3,NA,NA,Alfaxolone/Alfadolone,NA,NA,Alfaxolone/Alfadolone,NA,NA,Dropper,Cortical,Yes,Unconscious,0,0.05,nmol/uL,25,1250,5,1,Dexamethasone,Mepivacaine hydrochloride,NR,None,NA,NA,NA,6,Other histology (ex vivo),Cresyl violet,NA,362.4333333,142.7252708,NA,NA,mm3,SD,NA,NA,142.7252708,NA,NA
Virley_2004,"Virley, D.",2004,A new primate model of focal stroke: endothelin-1-induced middle cerebral artery occlusion and reperfusion in the common marmoset,c,Primate,Marmoset,Mixed,None,NA,NR,NR,NR,365,382.5,400,3,2,NA,NA,Alfaxolone/Alfadolone,NA,NA,Alfaxolone/Alfadolone,NA,NA,Dropper,Cortical,Yes,Unconscious,0,0.01,nmol/uL,25,250,5,1,Dexamethasone,Mepivacaine hydrochloride,NR,None,NA,NA,NA,6,Other histology (ex vivo),Cresyl violet,NA,171.315,85.07201684,NA,NA,mm3,SD,NA,NA,85.07201684,NA,NA
Wang_2015,"Wang, W.",2015,Trigeminal neuralgia increases cerebral blood flow in a focal cerebral ischemic model in rats,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,220,240,260,1,8,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Cortical,Yes,Unconscious,0,120,pmol/uL,3,360,5,1,NR,NA,NR,None,NA,NA,NA,24,TTC (ex vivo),NA,NA,48.25,1.8,NA,NA,Direct rLV % hemisphere,SD,24.125,NA,1.8,0.9,NA
Ward_1998,"Ward, N. M.",1998,Simple and choice reaction-time performance following occlusion of the anterior cerebral arteries in the rat,a,Rat,Lister Hooded Rat,Male,None,NA,NR,NR,NR,405,447.5,490,2,18,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Guide cannula,Cortical,No,Unconscious,0,150,pmol,3,150,0.5,1,NR,NA,NR,None,NA,NA,NA,1008,Other histology (ex vivo),NR,NA,68.6,10.1,NA,NA,mm3,SEM,3.480466768,NA,42.85067094,2.174057379,NA
Weishaupt_2016,"Weishaupt, N.",2016,Prefrontal Ischemia in the Rat Leads to Secondary Damage and Inflammation in Remote Gray and White Matter Regions,a,Rat,Sprague-Dawley,Male,None,NA,15,16,17,400,425,450,1,7,NA,NA,Isoflurane,NA,NA,Isoflurane,NA,NA,Needle,Subcortical,No,Unconscious,0,400,pmol,2,400,NR,2,Lidocaine,Butorphanol,NR,None,NA,NA,NA,672,Other histology (ex vivo),Cresyl violet,NA,23.84714286,12.65342077,NA,NA,mm3,SD,1.209900703,NA,12.65342077,0.641979745,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,a,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,9,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Sponge,Cortical,No,Unconscious,0,1200,pmol,30,1200,NR,1,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,20.87,1.6,NA,NA,mm3,SEM,1.058853374,NA,4.8,0.243531202,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,b,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,19,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Sponge,Cortical,No,Unconscious,0,2000,pmol,20,2000,NR,1,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,17.88,2.5,NA,NA,mm3,SEM,0.907153729,NA,10.89724736,0.552879115,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,c,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,4,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Dropper,Cortical,No,Unconscious,0,4000,pmol,10,4000,NR,1,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,20.22,7.4,NA,NA,mm3,SEM,1.02587519,NA,14.8,0.750887874,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,d,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,4,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Cortical,No,Unconscious,0,800,pmol,4,800,8,1,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,63.6,26.5,NA,NA,mm3,SEM,3.226788432,NA,53,2.68899036,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,e,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,10,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Cortical,No,Unconscious,0,1600,pmol,4,1600,8,1,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,95.56,18.8,NA,NA,mm3,SEM,4.848300355,NA,59.45082001,3.016277017,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,f,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,11,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Cortical,No,Unconscious,0,2400,pmol,6,2400,12,1,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,86.13,16.1,NA,NA,mm3,SEM,4.369863014,NA,53.39765912,2.709165861,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,g,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,4,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Both cortical and subcortical,No,Unconscious,0,1200,pmol,6,1200,12,2,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,85.6,27,NA,NA,mm3,SEM,4.34297311,NA,54,2.739726027,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,h,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,13,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Both cortical and subcortical,No,Unconscious,0,2400,pmol,6,2400,12,2,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,97.86,18.7,NA,NA,mm3,SEM,4.96499239,NA,67.42380885,3.420791925,NA
Windle_2006,"Windle, V.",2006,An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,i,Rat,Long Evans,Male,None,NA,NR,NR,NR,NA,300,NA,9,8,NA,NA,Halothane,Nitrous oxide,NA,Halothane,Nitrous oxide,NA,Needle,Cortical,Yes,Unconscious,0,600,pmol,3,600,6,1,NR,NA,NR,None,NA,NA,NA,720,Other histology (ex vivo),Cresyl violet,NA,41.18,9.1,NA,NA,mm3,SEM,2.089294774,NA,25.73868684,1.305869449,NA
Wright_2016,"Wright, E. A.",2016,Absolute Cerebral Blood Flow Infarction Threshold for 3-Hour Ischemia Time Determined with CT Perfusion and 18F-FFMZ-PET Imaging in a Porcine Model of Cerebral Ischemia,a,Pig,Duroc Cross,Mixed,None,NA,NR,NR,NR,21000,26000,31000,1,6,NA,NA,Isoflurane,Propofol,NA,Isoflurane,Propofol,NA,Needle,Cortical,Yes,Unconscious,0,33,ug,150,13242.3756,3,1,NR,NA,NR,None,NA,NA,NA,3,PET (in vivo),NA,NA,1.46,0.38,NA,NA,mL,SEM,NA,NA,0.930806102,NA,NA
Zhang_2016,"Zhang, R.",2016,Establishment and characterization of porcine focal cerebral ischemic model induced by endothelin-1,a,Pig,Danish Domestic,Male,None,NA,NR,NR,NR,30000,32500,35000,1,6,NA,NA,Ketamine,Isoflurane,Nitrous oxide,Ketamine,Isoflurane,Nitrous oxide,Needle,Cortical,NR,Unconscious,0,NR,NA,200,NA,NR,4,Buprenorphine,NA,NR,None,NA,NA,NA,24,MRI (in vivo),NA,NA,1825,120.2,NA,NA,mm3,SD,NA,NA,120.2,NA,NA
